City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
185,Ponta Do Sol,32.6667,-17.1,62.6,51,40,12.66,PT,2021-02-06 15:43:09
186,Porto Walter,-8.2686,-72.7439,79.47,79,99,1.66,BR,2021-02-06 15:43:09
187,Matara,5.9485,80.5353,77.16,86,100,6.17,LK,2021-02-06 15:43:09
188,Chuy,-33.6971,-53.4616,79.66,50,0,10.09,UY,2021-02-06 15:43:09
189,Merauke,-8.4667,140.3333,80.24,84,100,15.05,ID,2021-02-06 15:43:09
190,Samana,19.2056,-69.3369,82.4,78,40,9.22,DO,2021-02-06 15:43:09
191,Ancud,-41.8697,-73.8203,73.99,53,0,10.36,CL,2021-02-06 15:43:09
192,Dali,25.7,100.1833,46.42,56,0,5.01,CN,2021-02-06 15:41:14
193,Taylorville,39.5489,-89.2945,24.01,82,1,3.44,US,2021-02-06 15:43:09
194,San Ramon,37.7799,-121.978,46.0,70,1,5.75,US,2021-02-06 15:41:31
195,Loei,17.4167,101.5,63.63,61,13,2.3,TH,2021-02-06 15:43:09
196,Vicksburg,32.3526,-90.8779,46.4,93,90,6.91,US,2021-02-06 15:43:09
197,Shingu,33.7333,135.9833,45.1,75,0,6.73,JP,2021-02-06 15:42:00
198,Port Lincoln,-34.7333,135.8667,61.07,81,85,12.88,AU,2021-02-06 15:43:09
199,Korla,41.7597,86.1469,29.41,83,56,2.44,CN,2021-02-06 15:43:09
200,Longview,32.5007,-94.7405,46.0,76,90,9.22,US,2021-02-06 15:40:54
201,Acarau,-2.8856,-40.12,88.02,55,80,16.91,BR,2021-02-06 15:43:10
202,Tateyama,34.9833,139.8667,48.99,87,20,11.5,JP,2021-02-06 15:43:10
203,Dharampur,20.5333,73.1833,72.32,27,0,5.35,IN,2021-02-06 15:43:10
204,Seoul,37.5683,126.9778,46.4,87,75,4.61,KR,2021-02-06 15:38:12
205,Saint George,37.1041,-113.5841,35.6,55,1,4.61,US,2021-02-06 15:43:10
206,Bintulu,3.1667,113.0333,78.8,94,40,2.3,MY,2021-02-06 15:43:10
207,Caravelas,-17.7125,-39.2481,82.89,81,92,9.93,BR,2021-02-06 15:38:32
208,Tshela,-4.9833,12.9333,87.33,69,76,2.98,CD,2021-02-06 15:43:10
209,Tura,25.5198,90.2201,57.87,69,38,3.78,IN,2021-02-06 15:41:40
210,Soyo,-6.1349,12.3689,82.92,80,74,12.77,AO,2021-02-06 15:43:10
211,Bredasdorp,-34.5322,20.0403,78.8,53,0,16.11,ZA,2021-02-06 15:43:10
212,Ulaangom,49.9811,92.0667,-6.9,89,4,1.61,MN,2021-02-06 15:43:11
213,Broome,42.2506,-75.833,28.99,46,40,17.27,US,2021-02-06 15:42:12
214,Huilong,31.8111,121.655,52.0,78,0,5.75,CN,2021-02-06 15:43:11
215,Tuatapere,-46.1333,167.6833,51.49,86,1,3.22,NZ,2021-02-06 15:43:11
216,Kuragino,53.8975,92.6725,19.18,96,100,4.14,RU,2021-02-06 15:43:11
217,Harper,4.375,-7.7169,83.5,74,39,9.69,LR,2021-02-06 15:43:11
218,Adrar,20.5022,-10.0711,71.4,22,37,14.29,MR,2021-02-06 15:43:11
219,Chernyshevskiy,63.0128,112.4714,-32.12,86,0,1.39,RU,2021-02-06 15:43:11
220,Resistencia,-27.4606,-58.9839,80.6,50,0,10.36,AR,2021-02-06 15:43:11
221,Ordynskoye,54.3656,81.8994,29.39,97,86,11.61,RU,2021-02-06 15:43:11
222,Sao Jose Da Coroa Grande,-8.8978,-35.1478,85.82,61,36,13.2,BR,2021-02-06 15:43:12
223,Victoria,22.2855,114.1577,68.0,70,0,4.54,HK,2021-02-06 15:43:12
224,Orodara,10.9492,-4.9342,96.8,19,24,4.61,BF,2021-02-06 15:43:12
225,Souillac,-20.5167,57.5167,80.6,74,20,8.05,MU,2021-02-06 15:42:05
226,Ribeira Grande,38.5167,-28.7,60.8,88,75,20.71,PT,2021-02-06 15:43:12
227,Saint-Pierre,-21.3393,55.4781,82.4,74,40,8.05,RE,2021-02-06 15:42:05
228,Sao Joao Da Barra,-21.6403,-41.0511,80.6,74,75,11.5,BR,2021-02-06 15:43:12
229,Klaksvik,62.2266,-6.589,33.8,75,75,20.71,FO,2021-02-06 15:40:19
230,Balkanabat,39.5108,54.3671,50.97,69,96,0.69,TM,2021-02-06 15:43:12
231,Kupang,-10.1667,123.5833,79.63,83,98,7.52,ID,2021-02-06 15:38:30
232,Iwanai,42.9744,140.5089,25.23,93,96,3.8,JP,2021-02-06 15:43:12
233,Uthal,25.8072,66.6219,61.66,31,0,2.21,PK,2021-02-06 15:43:12
234,Shambu,9.5667,37.1,58.41,36,17,3.31,ET,2021-02-06 15:43:12
235,Kumluca,36.3703,30.2869,60.24,64,0,0.27,TR,2021-02-06 15:43:13
236,Lata,40.1629,-8.3327,57.99,75,89,4.0,PT,2021-02-06 15:43:13
237,Port Elizabeth,-33.918,25.5701,82.4,65,20,5.75,ZA,2021-02-06 15:38:31
238,Vuktyl,63.8567,57.3094,-14.96,88,100,12.01,RU,2021-02-06 15:43:13
239,Oksfjord,70.2396,22.3479,28.0,93,40,2.3,NO,2021-02-06 15:43:13
240,Avera,33.194,-82.5271,46.99,53,90,5.75,US,2021-02-06 15:38:29
241,Aqtobe,50.2797,57.2072,12.2,73,75,26.84,KZ,2021-02-06 15:43:13
242,Weatherford,32.7593,-97.7972,48.99,87,78,3.0,US,2021-02-06 15:39:50
243,Nador,35.174,-2.9287,60.8,63,20,6.91,MA,2021-02-06 15:43:13
244,Bubaque,11.2833,-15.8333,79.92,54,24,12.77,GW,2021-02-06 15:43:12
245,Kenai,60.5544,-151.2583,10.99,85,40,5.75,US,2021-02-06 15:38:30
246,Torbay,47.6666,-52.7314,37.99,80,90,9.22,CA,2021-02-06 15:42:05
247,Ostrovnoy,68.0531,39.5131,15.39,95,100,12.64,RU,2021-02-06 15:43:13
248,Lagoa,39.05,-27.9833,59.58,90,100,20.45,PT,2021-02-06 15:43:13
249,Bajil,15.0584,43.2851,75.47,66,4,7.47,YE,2021-02-06 15:43:13
250,Kiruna,67.8557,20.2251,8.6,92,82,5.7,SE,2021-02-06 15:43:14
251,Henties Bay,-22.116,14.2845,66.99,83,17,3.0,NA,2021-02-06 15:43:14
252,Gornyy,55.1153,83.9059,30.2,98,100,11.39,RU,2021-02-06 15:43:14
253,Deming,32.2687,-107.7586,33.8,55,1,5.75,US,2021-02-06 15:43:14
254,Mugur-Aksy,50.35,90.5,6.53,84,0,4.12,RU,2021-02-06 15:43:14
255,San Vicente,-26.6167,-54.1333,79.34,36,0,5.44,AR,2021-02-06 15:43:14
256,Saldanha,-33.0117,17.9442,77.0,61,20,24.16,ZA,2021-02-06 15:43:14
257,Colares,38.7992,-9.4469,54.0,76,75,19.57,PT,2021-02-06 15:43:14
258,Salta,-24.7859,-65.4117,77.0,57,75,8.05,AR,2021-02-06 15:43:14
259,Upernavik,72.7868,-56.1549,20.3,81,100,6.55,GL,2021-02-06 15:43:14
260,Cuamba,-14.8031,36.5372,75.88,89,96,2.66,MZ,2021-02-06 15:43:14
261,Inta,66.0317,60.1659,-28.95,85,66,11.18,RU,2021-02-06 15:38:23
262,Samarai,-10.6167,150.6667,82.49,77,100,6.17,PG,2021-02-06 15:42:58
263,Half Moon Bay,37.4636,-122.4286,48.0,93,90,3.91,US,2021-02-06 15:40:03
264,Maksatikha,57.797,35.8825,-1.03,91,100,9.17,RU,2021-02-06 15:43:15
265,Boca Do Acre,-8.7522,-67.3978,86.59,66,99,1.1,BR,2021-02-06 15:43:15
266,Manokwari,-0.8667,134.0833,78.73,82,100,5.03,ID,2021-02-06 15:43:15
267,Antofagasta,-23.65,-70.4,73.0,68,20,10.36,CL,2021-02-06 15:43:15
268,Mount Isa,-20.7333,139.5,75.2,100,100,14.97,AU,2021-02-06 15:43:15
269,Komsomolskiy,40.4272,71.7189,46.4,46,100,4.61,UZ,2021-02-06 15:43:15
270,Aksha,50.2814,113.2867,-3.87,87,80,3.94,RU,2021-02-06 15:43:15
271,Safaga,26.7292,33.9365,71.6,24,0,12.66,EG,2021-02-06 15:43:15
272,Amudat,1.95,34.95,83.35,27,71,10.65,UG,2021-02-06 15:43:15
273,Ghanzi,-21.5667,21.7833,74.03,79,100,9.24,BW,2021-02-06 15:43:16
274,Codrington,-38.2667,141.9667,59.23,79,98,15.35,AU,2021-02-06 15:43:16
275,Morgan City,29.6994,-91.2068,53.6,100,90,10.36,US,2021-02-06 15:40:51
276,Lodja,-3.4833,23.4333,73.72,85,80,1.5,CD,2021-02-06 15:43:16
277,Zalantun,48.0,122.7167,-4.32,84,0,6.82,CN,2021-02-06 15:40:17
278,Richards Bay,-28.783,32.0377,78.82,74,27,11.74,ZA,2021-02-06 15:43:16
279,Cherskiy,68.75,161.3,-9.98,81,0,7.72,RU,2021-02-06 15:43:16
280,Kaka,37.3482,59.6143,51.84,75,100,6.24,TM,2021-02-06 15:43:16
281,Sargur,11.9833,76.4167,75.2,43,10,5.75,IN,2021-02-06 15:43:16
282,Bathsheba,13.2167,-59.5167,84.2,54,40,20.71,BB,2021-02-06 15:40:28
283,Medicine Hat,50.0501,-110.6683,-7.01,77,90,8.05,CA,2021-02-06 15:40:12
284,Dunedin,-45.8742,170.5036,57.99,87,4,1.01,NZ,2021-02-06 15:40:47
285,Grande Prairie,55.1667,-118.8027,-22.0,76,75,3.44,CA,2021-02-06 15:43:17
286,Rocha,-34.4833,-54.3333,83.16,41,0,13.0,UY,2021-02-06 15:43:10
287,Banda Aceh,5.5577,95.3222,78.94,83,44,8.95,ID,2021-02-06 15:38:56
288,Pandan,14.0453,124.1694,78.55,88,67,10.27,PH,2021-02-06 15:43:17
289,Guerrero Negro,27.9769,-114.0611,60.44,76,0,7.76,MX,2021-02-06 15:42:25
290,Nara,34.6851,135.8049,46.0,63,37,3.87,JP,2021-02-06 15:42:05
291,Marsabit,2.3284,37.9899,75.25,51,0,9.75,KE,2021-02-06 15:43:17
292,Zaranj,30.9667,61.8833,59.0,14,0,6.91,AF,2021-02-06 15:43:17
293,Araouane,18.9048,-3.5265,87.28,13,100,14.79,ML,2021-02-06 15:40:37
294,San Patricio,28.017,-97.5169,62.6,88,90,5.75,US,2021-02-06 15:41:12
295,Fez,34.0372,-4.9998,48.2,93,75,10.36,MA,2021-02-06 15:42:19
296,Alakurtti,66.9672,30.3491,15.22,95,100,6.42,RU,2021-02-06 15:43:17
297,Binga,-17.6203,27.3414,81.12,73,79,3.94,ZW,2021-02-06 15:43:18
298,Paracuru,-3.41,-39.0306,82.99,69,38,20.0,BR,2021-02-06 15:43:18
299,Sovetskiy,61.3614,63.5842,-3.37,92,100,12.08,RU,2021-02-06 15:38:33
300,Bengkulu,-3.8004,102.2655,76.86,85,78,6.55,ID,2021-02-06 15:43:18
301,Constitucion,-35.3333,-72.4167,63.75,74,84,3.6,CL,2021-02-06 15:39:26
302,Itarema,-2.9248,-39.9167,88.07,55,61,15.73,BR,2021-02-06 15:43:18
303,Pierre,44.3683,-100.351,1.4,60,75,18.41,US,2021-02-06 15:43:18
304,Bataipora,-22.2953,-53.2711,79.18,58,0,6.04,BR,2021-02-06 15:42:03
305,Mukhen,48.1,136.1,-11.15,89,99,1.61,RU,2021-02-06 15:43:18
306,Narsaq,60.9167,-46.05,32.0,29,1,16.11,GL,2021-02-06 15:38:26
307,Bayir,37.2687,28.2167,62.6,77,0,9.22,TR,2021-02-06 15:43:18
308,Svetlogorsk,52.6333,29.7333,6.08,93,43,8.66,BY,2021-02-06 15:41:44
309,Ambon,-3.6954,128.1814,78.8,89,40,6.91,ID,2021-02-06 15:43:19
310,Nishihara,26.1842,127.7558,68.0,83,20,4.61,JP,2021-02-06 15:43:19
311,Te Anau,-45.4167,167.7167,52.79,85,24,0.94,NZ,2021-02-06 15:43:00
312,At-Bashi,41.1702,75.8106,23.5,76,96,1.41,KG,2021-02-06 15:43:19
313,Belmonte,-15.8631,-38.8828,86.0,70,75,11.5,BR,2021-02-06 15:43:19
314,Linhares,-19.3911,-40.0722,86.02,66,100,9.22,BR,2021-02-06 15:43:19
315,Cap Malheureux,-19.9842,57.6142,80.01,77,53,5.01,MU,2021-02-06 15:43:19
316,California City,35.1258,-117.9859,39.2,48,1,11.5,US,2021-02-06 15:43:19
317,Kodiak,57.79,-152.4072,23.0,74,1,4.61,US,2021-02-06 15:40:05
318,Nan,18.8333,100.6667,70.5,59,2,0.27,TH,2021-02-06 15:40:18
319,Najran,17.4924,44.1277,78.8,29,40,14.97,SA,2021-02-06 15:43:19
320,Paka,4.6374,103.4368,78.8,83,80,3.44,MY,2021-02-06 15:43:19
321,Canico,32.6333,-16.85,62.6,51,40,12.66,PT,2021-02-06 15:43:19
322,Khilok,51.3674,110.4676,-5.64,87,64,3.8,RU,2021-02-06 15:43:20
323,Maiduguri,11.8464,13.1603,87.55,14,18,14.81,NG,2021-02-06 15:43:20
324,Carnarvon,-24.8667,113.6333,80.6,100,75,12.66,AU,2021-02-06 15:39:59
325,Onega,63.9061,38.1404,9.75,95,100,7.85,RU,2021-02-06 15:43:20
326,Touros,-5.1989,-35.4608,87.8,51,40,14.97,BR,2021-02-06 15:43:20
327,Oistins,13.0667,-59.5333,84.2,54,40,20.71,BB,2021-02-06 15:42:15
328,Manggar,-2.8833,108.2667,79.72,83,75,11.25,ID,2021-02-06 15:43:20
329,Nakama,33.8167,130.7,46.99,76,20,5.75,JP,2021-02-06 15:43:20
330,Nadym,65.5333,72.5167,-20.74,86,94,13.71,RU,2021-02-06 15:43:20
331,Zonguldak,41.25,31.8333,49.89,61,20,0.81,TR,2021-02-06 15:39:31
332,Boqueirao,-7.5,-36.1333,87.8,45,75,13.8,BR,2021-02-06 15:43:20
333,Severo-Kurilsk,50.6789,156.125,19.58,94,100,16.98,RU,2021-02-06 15:43:20
334,Arman,59.7,150.1667,0.3,88,98,9.71,RU,2021-02-06 15:42:15
335,Macas,-2.3167,-78.1167,73.4,73,75,2.3,EC,2021-02-06 15:43:21
336,Semporna,4.4818,118.6112,75.2,100,20,1.14,MY,2021-02-06 15:43:21
337,Ucluelet,48.9329,-125.5528,46.99,100,90,19.57,CA,2021-02-06 15:43:21
338,Kristiinankaupunki,62.2743,21.376,18.57,97,66,9.15,FI,2021-02-06 15:43:21
339,Boda,4.3189,17.4695,95.14,21,19,6.62,CF,2021-02-06 15:43:21
340,Beitbridge,-22.2167,30.0,85.35,56,79,16.53,ZW,2021-02-06 15:43:21
341,Venado Tuerto,-33.7456,-61.9688,86.0,61,0,4.0,AR,2021-02-06 15:42:21
342,Burnie,-41.0667,145.9167,61.0,85,83,5.01,AU,2021-02-06 15:43:21
343,Khatanga,71.9667,102.5,-36.92,78,0,5.12,RU,2021-02-06 15:43:21
344,Marawi,7.9986,124.2928,75.99,90,99,5.01,PH,2021-02-06 15:40:50
345,Bindki,26.0333,80.6,56.84,53,0,6.24,IN,2021-02-06 15:43:21
346,Mormugao,15.4,73.8,82.4,61,47,4.61,IN,2021-02-06 15:43:21
347,Turayf,31.6725,38.6637,57.2,51,0,25.32,SA,2021-02-06 15:38:28
348,Hagere Selam,6.4833,38.5167,56.28,54,56,2.73,ET,2021-02-06 15:43:22
349,Cuddapah,14.4667,78.8167,71.01,59,0,7.02,IN,2021-02-06 15:43:22
350,Helong,42.5397,128.9972,13.53,92,95,3.13,CN,2021-02-06 15:43:22
351,Ayagoz,47.9714,80.4392,18.39,90,0,2.28,KZ,2021-02-06 15:43:22
352,Gewane,10.1664,40.6453,80.44,39,4,11.07,ET,2021-02-06 15:43:22
353,Kahului,20.8947,-156.47,62.6,72,75,3.44,US,2021-02-06 15:43:22
354,Sinnamary,5.3833,-52.95,80.17,84,92,14.94,GF,2021-02-06 15:42:42
355,Lorengau,-2.0226,147.2712,81.64,79,51,6.04,PG,2021-02-06 15:40:10
356,Provideniya,64.3833,-173.3,2.03,92,64,4.23,RU,2021-02-06 15:42:16
357,Maragogi,-9.0122,-35.2225,86.36,60,38,13.85,BR,2021-02-06 15:41:01
358,Kudahuvadhoo,2.6708,72.8944,81.82,76,67,13.22,MV,2021-02-06 15:43:22
359,Gigmoto,13.7796,124.39,78.57,86,73,9.93,PH,2021-02-06 15:43:22
360,Barkhan,29.8977,69.5256,53.91,36,0,4.18,PK,2021-02-06 15:43:22
361,Panama City,8.9936,-79.5197,89.01,74,40,10.36,PA,2021-02-06 15:41:16
362,Lompoc,34.6391,-120.4579,51.01,93,1,3.44,US,2021-02-06 15:42:41
363,Vadnagar,23.7833,72.6333,62.44,28,0,5.75,IN,2021-02-06 15:43:23
364,Sorland,67.667,12.6934,34.75,83,100,26.62,NO,2021-02-06 15:43:23
365,Hasaki,35.7333,140.8333,42.8,87,20,8.05,JP,2021-02-06 15:43:23
366,Suez,29.9737,32.5263,64.71,53,0,3.91,EG,2021-02-06 15:43:23
367,Simao,22.7886,100.9748,55.94,92,65,2.33,CN,2021-02-06 15:43:23
368,Necochea,-38.5473,-58.7368,71.01,67,7,5.01,AR,2021-02-06 15:43:23
369,Birganj,27.0104,84.8774,56.46,62,0,3.42,NP,2021-02-06 15:43:23
370,Kailua,21.4022,-157.7394,62.6,88,75,3.71,US,2021-02-06 15:43:23
371,Jinka,5.65,36.65,75.49,38,34,2.66,ET,2021-02-06 15:43:23
372,Beloha,-25.1667,45.05,80.55,73,10,9.08,MG,2021-02-06 15:40:53
373,Leningradskiy,69.3833,178.4167,-13.7,81,87,6.6,RU,2021-02-06 15:43:24
374,Nantucket,41.2835,-70.0995,39.99,56,1,19.57,US,2021-02-06 15:42:53
375,Tabou,4.423,-7.3528,82.56,82,50,9.44,CI,2021-02-06 15:41:46
376,Kruisfontein,-34.0033,24.7314,78.01,72,0,5.01,ZA,2021-02-06 15:43:24
377,Jieshi,22.8134,115.8257,65.35,82,0,3.06,CN,2021-02-06 15:41:31
378,Khuzhir,53.1939,107.3397,9.36,89,97,5.17,RU,2021-02-06 15:43:24
379,Ayan,56.45,138.1667,-6.47,83,100,16.49,RU,2021-02-06 15:43:24
380,Tibati,6.4667,12.6333,92.79,12,0,9.95,CM,2021-02-06 15:41:12
381,Sinazongwe,-17.2614,27.4618,83.19,69,99,4.25,ZM,2021-02-06 15:43:24
382,Yulara,-25.2406,130.9889,80.6,29,0,9.22,AU,2021-02-06 15:42:13
383,Wentzville,38.8114,-90.8529,24.01,64,100,3.0,US,2021-02-06 15:43:14
384,Muli,2.9167,73.5667,81.66,74,99,14.32,MV,2021-02-06 15:43:24
385,Eirunepe,-6.6603,-69.8736,91.49,54,96,0.07,BR,2021-02-06 15:43:24
386,Deputatskiy,69.3,139.9,-34.94,85,92,0.54,RU,2021-02-06 15:43:25
387,Batemans Bay,-35.7167,150.1833,64.99,89,0,4.03,AU,2021-02-06 15:43:25
388,Sarangani,5.4033,125.4636,82.74,73,100,8.9,PH,2021-02-06 15:43:25
389,Russell,32.3502,-85.1999,48.2,53,90,3.44,US,2021-02-06 15:43:25
390,Diffa,13.3154,12.6113,82.53,13,87,14.34,NE,2021-02-06 15:43:05
391,Kitimat,54.0524,-128.6534,28.99,96,91,2.8,CA,2021-02-06 15:39:33
392,Berdigestyakh,62.0989,126.6992,-38.78,80,48,2.37,RU,2021-02-06 15:43:25
393,Puerto Carreno,6.189,-67.4859,93.61,39,99,11.92,CO,2021-02-06 15:43:25
394,Kochki,54.3358,80.4806,29.03,98,94,13.09,RU,2021-02-06 15:43:25
395,Halifax,44.6453,-63.5724,45.0,75,81,21.85,CA,2021-02-06 15:42:50
396,Bereda,43.2686,-7.5406,46.0,80,49,11.01,ES,2021-02-06 15:43:04
397,Kizema,61.113,44.8302,-5.26,89,100,11.23,RU,2021-02-06 15:43:25
398,Alofi,-19.0595,-169.9187,77.0,88,100,9.22,NU,2021-02-06 15:42:15
399,Ucar,40.519,47.6542,55.4,71,40,18.41,AZ,2021-02-06 15:43:25
400,Chirongui,-12.9319,45.1483,84.2,74,82,9.22,YT,2021-02-06 15:43:26
401,Pedasi,7.5333,-80.0333,81.72,73,93,9.57,PA,2021-02-06 15:43:26
402,Hambantota,6.1241,81.1185,73.4,100,90,6.91,LK,2021-02-06 15:43:26
403,Champerico,14.3,-91.9167,80.6,65,0,6.44,GT,2021-02-06 15:43:26
404,Lebanon,36.2081,-86.2911,39.2,75,1,3.76,US,2021-02-06 15:43:26
405,Ilulissat,69.2167,-51.1,17.6,41,40,26.46,GL,2021-02-06 15:43:26
406,Zhob,31.3411,69.4481,53.76,37,0,1.45,PK,2021-02-06 15:40:03
407,Marsh Harbour,26.5412,-77.0636,76.35,77,0,17.96,BS,2021-02-06 15:43:26
408,Lazaro Cardenas,17.9583,-102.2,80.62,61,31,3.49,MX,2021-02-06 15:43:26
409,Tual,-5.6667,132.75,83.91,75,100,22.95,ID,2021-02-06 15:43:26
410,Lac Du Bonnet,50.2536,-96.0612,-20.0,100,100,11.99,CA,2021-02-06 15:43:26
411,Huarmey,-10.0681,-78.1522,75.56,65,90,9.06,PE,2021-02-06 15:43:26
412,Whitehorse,60.7161,-135.0538,-14.01,69,20,9.22,CA,2021-02-06 15:43:27
413,Sawtell,-30.3833,153.1,75.2,83,90,8.05,AU,2021-02-06 15:43:27
414,Yerbogachen,61.2767,108.0108,-10.44,90,89,3.06,RU,2021-02-06 15:43:27
415,Acultzingo,18.7167,-97.3167,71.49,38,1,8.57,MX,2021-02-06 15:43:27
416,Baykit,61.67,96.37,4.66,90,100,4.0,RU,2021-02-06 15:43:27
417,Longyearbyen,78.2186,15.6401,23.0,74,75,8.05,SJ,2021-02-06 15:43:27
418,Mehamn,71.0357,27.8492,25.92,93,100,19.75,NO,2021-02-06 15:43:08
419,Kondinskoye,59.6481,67.41,34.72,97,100,13.04,RU,2021-02-06 15:43:27
420,Puerto Armuelles,8.2833,-82.8667,86.0,58,20,3.44,PA,2021-02-06 15:43:27
421,Tianpeng,30.9866,103.9393,48.99,1,35,3.74,CN,2021-02-06 15:43:27
422,Tazovskiy,67.4667,78.7,-24.81,86,82,10.63,RU,2021-02-06 15:43:27
423,Aquiraz,-3.9014,-38.3911,87.8,58,40,14.97,BR,2021-02-06 15:43:27
424,Yumen,40.2833,97.2,27.95,74,54,3.18,CN,2021-02-06 15:43:27
425,Kisesa,-3.0833,34.15,73.04,65,42,7.83,TZ,2021-02-06 15:43:28
426,Buin,-33.7333,-70.75,64.4,82,90,3.44,CL,2021-02-06 15:43:28
427,Bose,45.4612,8.0137,48.0,97,98,0.6,IT,2021-02-06 15:43:28
428,Nyurba,63.2842,118.3319,-33.11,84,83,1.86,RU,2021-02-06 15:43:28
429,Haines Junction,60.7522,-137.5108,-25.6,68,87,1.14,CA,2021-02-06 15:41:11
430,Carauari,-4.8828,-66.8958,86.86,64,100,0.78,BR,2021-02-06 15:43:28
431,Muroto,33.2833,134.15,53.8,72,0,6.69,JP,2021-02-06 15:43:28
432,Vieux-Habitants,16.0589,-61.7659,82.4,57,75,11.5,GP,2021-02-06 15:43:28
433,Vavoua,7.3819,-6.4778,98.08,28,99,4.45,CI,2021-02-06 15:43:28
434,Gbarnga,6.9956,-9.4722,92.91,39,100,3.8,LR,2021-02-06 15:43:28
435,Road Town,18.4167,-64.6167,84.2,51,20,13.8,VG,2021-02-06 15:42:00
436,Alice Springs,-23.7,133.8833,77.0,31,49,6.91,AU,2021-02-06 15:43:28
437,Batavia,41.85,-88.3126,6.01,78,1,9.22,US,2021-02-06 15:40:40
438,Emborion,40.4833,21.55,66.2,32,9,1.14,GR,2021-02-06 15:43:28
439,Dharchula,29.85,80.5333,45.07,47,0,9.33,IN,2021-02-06 15:43:29
440,La Ronge,55.1001,-105.2842,-32.8,68,0,5.75,CA,2021-02-06 15:43:29
441,Aksarka,66.5606,67.7975,-33.66,81,72,17.4,RU,2021-02-06 15:43:29
442,Carahue,-38.7,-73.1667,59.0,100,90,3.44,CL,2021-02-06 15:43:29
443,Meulaboh,4.1363,96.1285,80.01,80,54,3.51,ID,2021-02-06 15:43:15
444,Mawlaik,23.6333,94.4167,64.11,49,3,1.54,MM,2021-02-06 15:43:29
445,Isangel,-19.55,169.2667,77.76,79,0,2.98,VU,2021-02-06 15:38:54
446,Mporokoso,-9.3727,30.125,68.27,94,96,3.65,ZM,2021-02-06 15:43:29
447,Laguna,38.421,-121.4238,39.0,93,1,1.86,US,2021-02-06 15:43:29
448,Mahibadhoo,3.7833,72.9667,81.5,77,49,11.63,MV,2021-02-06 15:43:29
449,Vila Franca Do Campo,37.7167,-25.4333,59.0,88,20,17.27,PT,2021-02-06 15:42:48
450,Clearlake,38.9582,-122.6264,46.0,100,1,1.72,US,2021-02-06 15:43:29
451,Puro,12.4841,123.3827,78.22,85,4,11.68,PH,2021-02-06 15:43:29
452,Faya,18.3851,42.4509,55.4,71,40,11.5,SA,2021-02-06 15:43:30
453,Mazamari,-11.3258,-74.5308,72.21,83,100,1.39,PE,2021-02-06 15:43:30
454,Goderich,43.7501,-81.7165,15.8,67,100,26.46,CA,2021-02-06 15:43:30
455,Kampene,-3.6,26.6667,77.25,79,80,3.94,CD,2021-02-06 15:43:30
456,Fukue,32.6881,128.8419,55.83,67,0,11.9,JP,2021-02-06 15:39:43
457,Evansville,37.9748,-87.5558,30.0,59,1,6.91,US,2021-02-06 15:39:25
458,Jumla,29.2747,82.1838,28.27,82,9,5.88,NP,2021-02-06 15:39:03
459,Masuda,34.6667,131.85,48.2,61,1,4.61,JP,2021-02-06 15:43:30
460,Jijiang,29.2906,106.2542,55.4,71,92,2.24,CN,2021-02-06 15:43:30
461,Brezno,48.8043,19.6363,33.01,71,100,1.01,SK,2021-02-06 15:43:30
462,Zambezi,-13.5432,23.1047,79.72,79,77,1.43,ZM,2021-02-06 15:43:30
463,Buta,2.7858,24.73,88.48,26,16,2.1,CD,2021-02-06 15:43:30
464,Corn Island,12.1694,-83.0418,81.34,82,96,11.39,NI,2021-02-06 15:43:30
465,Kununurra,-15.7667,128.7333,80.6,94,40,5.75,AU,2021-02-06 15:43:30
466,Orlik,52.5178,99.825,-6.23,81,33,3.2,RU,2021-02-06 15:43:31
467,Saint-Augustin,51.226,-58.6502,32.14,98,100,11.83,CA,2021-02-06 15:43:31
468,Yangjiang,21.85,111.9667,62.22,86,0,0.58,CN,2021-02-06 15:43:31
469,Rio Grande,-32.035,-52.0986,77.0,65,40,10.36,BR,2021-02-06 15:39:57
470,Sokolo,14.7328,-6.1219,99.54,9,92,5.1,ML,2021-02-06 15:43:31
